"City","report_date","yoy_pct_change","State","Country"
"Orlando",2020-02-25,0,"Florida","United States"
"Tampa",2020-02-25,0.15,"Florida","United States"
"Atlanta",2020-02-25,0.01,"Georgia","United States"
"Honolulu",2020-02-25,0,"Hawaii","United States"
"Chicago",2020-02-25,-0.16,"Illinois","United States"
"Indianapolis",2020-02-25,0.16,"Indiana","United States"
"Louisville",2020-02-25,-0.05,"Kentucky","United States"
"New Orleans",2020-02-25,1.02,"Louisiana","United States"
"Baltimore",2020-02-25,0.09,"Maryland","United States"
"Boston",2020-02-25,0.03,"Massachusetts","United States"
"Minneapolis",2020-02-25,0.27,"Minnesota","United States"
"Las Vegas",2020-02-25,-0.03,"Nevada","United States"
"New York",2020-02-25,0.01,"New York","United States"
"Charlotte",2020-02-25,0.05,"North Carolina","United States"
"Raleigh",2020-02-25,-0.09,"North Carolina","United States"
"Cincinnati",2020-02-25,-0.07,"Ohio","United States"
"Columbus",2020-02-25,-0.17,"Ohio","United States"
"Portland",2020-02-25,-0.07,"Oregon","United States"
"Philadelphia",2020-02-25,-0.02,"Pennsylvania","United States"
"Pittsburgh",2020-02-25,-0.03,"Pennsylvania","United States"
"Nashville",2020-02-25,-0.12,"Tennessee","United States"
"Austin",2020-02-25,0.05,"Texas","United States"
"Dallas",2020-02-25,0.14,"Texas","United States"
"Houston",2020-02-25,0.07,"Texas","United States"
"San Antonio",2020-02-25,0.09,"Texas","United States"
"Seattle",2020-02-25,0,"Washington","United States"
"Calgary",2020-02-24,-0.04,"Alberta","Canada"
"Edmonton",2020-02-24,0,"Alberta","Canada"
"Vancouver",2020-02-24,0.01,"British Columbia","Canada"
"Toronto",2020-02-24,-0.08,"Ontario","Canada"
"Montréal",2020-02-24,0.13,"Quebec","Canada"
"Hamburg",2020-02-24,0.11,"","Germany"
"München",2020-02-24,-0.04,"","Germany"
"Dublin",2020-02-24,-0.12,"","Ireland"
"Ciudad de México",2020-02-24,0,"Mexico City","Mexico"
"San Pedro Garza García",2020-02-24,0.04,"Nuevo Leon","Mexico"
"London",2020-02-24,-0.03,"","United Kingdom"
"Phoenix",2020-02-24,0.07,"Arizona","United States"
"Scottsdale",2020-02-24,-0.03,"Arizona","United States"
"Los Angeles",2020-02-24,0.12,"California","United States"
"San Diego",2020-02-24,-0.11,"California","United States"
"San Francisco",2020-02-24,0.09,"California","United States"
"Denver",2020-02-24,-0.1,"Colorado","United States"
"Washington",2020-02-24,0.13,"District of Columbia","United States"
"Fort Lauderdale",2020-02-24,-0.05,"Florida","United States"
"Miami",2020-02-24,0.17,"Florida","United States"
"Miami Beach",2020-02-24,0.16,"Florida","United States"
"Naples",2020-02-24,-0.01,"Florida","United States"
"Orlando",2020-02-24,0.05,"Florida","United States"
"Tampa",2020-02-24,-0.06,"Florida","United States"
"Atlanta",2020-02-24,-0.06,"Georgia","United States"
"Honolulu",2020-02-24,0.05,"Hawaii","United States"
"Chicago",2020-02-24,-0.06,"Illinois","United States"
"Indianapolis",2020-02-24,0.1,"Indiana","United States"
"Louisville",2020-02-24,-0.05,"Kentucky","United States"
"New Orleans",2020-02-24,1.09,"Louisiana","United States"
"Baltimore",2020-02-24,0.2,"Maryland","United States"
"Boston",2020-02-24,0.05,"Massachusetts","United States"
"Minneapolis",2020-02-24,0.18,"Minnesota","United States"
"Las Vegas",2020-02-24,-0.02,"Nevada","United States"
"New York",2020-02-24,0.07,"New York","United States"
"Charlotte",2020-02-24,-0.06,"North Carolina","United States"
"Raleigh",2020-02-24,-0.11,"North Carolina","United States"
"Cincinnati",2020-02-24,-0.08,"Ohio","United States"
"Columbus",2020-02-24,0,"Ohio","United States"
"Portland",2020-02-24,0.14,"Oregon","United States"
"Philadelphia",2020-02-24,-0.02,"Pennsylvania","United States"
"Pittsburgh",2020-02-24,0.14,"Pennsylvania","United States"
"Nashville",2020-02-24,-0.14,"Tennessee","United States"
"Austin",2020-02-24,0.03,"Texas","United States"
"Dallas",2020-02-24,-0.02,"Texas","United States"
"Houston",2020-02-24,0.04,"Texas","United States"
"San Antonio",2020-02-24,-0.15,"Texas","United States"
"Seattle",2020-02-24,0.01,"Washington","United States"
"Calgary",2020-02-23,0.06,"Alberta","Canada"
"Edmonton",2020-02-23,0.1,"Alberta","Canada"
"Vancouver",2020-02-23,0.02,"British Columbia","Canada"
"Toronto",2020-02-23,0.12,"Ontario","Canada"
"Montréal",2020-02-23,0.42,"Quebec","Canada"
"Hamburg",2020-02-23,0.09,"","Germany"
"München",2020-02-23,-0.06,"","Germany"
"Dublin",2020-02-23,-0.06,"","Ireland"
"Ciudad de México",2020-02-23,0.02,"Mexico City","Mexico"
"San Pedro Garza García",2020-02-23,0.17,"Nuevo Leon","Mexico"
"London",2020-02-23,-0.04,"","United Kingdom"
"Phoenix",2020-02-23,0.01,"Arizona","United States"
"Scottsdale",2020-02-23,0.05,"Arizona","United States"
"Los Angeles",2020-02-23,0.29,"California","United States"
"San Diego",2020-02-23,-0.01,"California","United States"
"San Francisco",2020-02-23,-0.09,"California","United States"
"Denver",2020-02-23,-0.03,"Colorado","United States"
"Washington",2020-02-23,0.16,"District of Columbia","United States"
"Fort Lauderdale",2020-02-23,-0.08,"Florida","United States"
"Miami",2020-02-23,-0.07,"Florida","United States"
"Miami Beach",2020-02-23,0.09,"Florida","United States"
"Naples",2020-02-23,0.02,"Florida","United States"
"Orlando",2020-02-23,0.04,"Florida","United States"
"Tampa",2020-02-23,-0.06,"Florida","United States"
"Atlanta",2020-02-23,-0.07,"Georgia","United States"
"Honolulu",2020-02-23,-0.01,"Hawaii","United States"
"Chicago",2020-02-23,0.11,"Illinois","United States"
"Indianapolis",2020-02-23,0.17,"Indiana","United States"
"Louisville",2020-02-23,-0.11,"Kentucky","United States"
"New Orleans",2020-02-23,0.21,"Louisiana","United States"
"Baltimore",2020-02-23,0.16,"Maryland","United States"
"Boston",2020-02-23,0.14,"Massachusetts","United States"
"Minneapolis",2020-02-23,0.33,"Minnesota","United States"
"Las Vegas",2020-02-23,0.07,"Nevada","United States"
"New York",2020-02-23,0.13,"New York","United States"
"Charlotte",2020-02-23,-0.11,"North Carolina","United States"
"Raleigh",2020-02-23,0.01,"North Carolina","United States"
"Cincinnati",2020-02-23,-0.12,"Ohio","United States"
"Columbus",2020-02-23,0.07,"Ohio","United States"
"Portland",2020-02-23,0.22,"Oregon","United States"
"Philadelphia",2020-02-23,0.06,"Pennsylvania","United States"
"Pittsburgh",2020-02-23,-0.04,"Pennsylvania","United States"
"Nashville",2020-02-23,-0.12,"Tennessee","United States"
"Austin",2020-02-23,0.05,"Texas","United States"
"Dallas",2020-02-23,-0.02,"Texas","United States"
"Houston",2020-02-23,-0.1,"Texas","United States"
"San Antonio",2020-02-23,-0.15,"Texas","United States"
"Seattle",2020-02-23,0.12,"Washington","United States"
"Calgary",2020-02-22,0.11,"Alberta","Canada"
"Edmonton",2020-02-22,0.02,"Alberta","Canada"
"Vancouver",2020-02-22,0.07,"British Columbia","Canada"
"Toronto",2020-02-22,-0.04,"Ontario","Canada"
"Montréal",2020-02-22,0.14,"Quebec","Canada"
"Hamburg",2020-02-22,0.06,"","Germany"
"München",2020-02-22,-0.01,"","Germany"
"Dublin",2020-02-22,-0.03,"","Ireland"
"Ciudad de México",2020-02-22,0,"Mexico City","Mexico"
"San Pedro Garza García",2020-02-22,0.1,"Nuevo Leon","Mexico"
"London",2020-02-22,-0.01,"","United Kingdom"
"Phoenix",2020-02-22,0,"Arizona","United States"
"Scottsdale",2020-02-22,-0.05,"Arizona","United States"
"Los Angeles",2020-02-22,0.08,"California","United States"
"San Diego",2020-02-22,-0.12,"California","United States"
"San Francisco",2020-02-22,-0.09,"California","United States"
"Denver",2020-02-22,0.02,"Colorado","United States"
"Washington",2020-02-22,0.09,"District of Columbia","United States"
"Fort Lauderdale",2020-02-22,-0.08,"Florida","United States"
"Miami",2020-02-22,0.05,"Florida","United States"
"Miami Beach",2020-02-22,0.1,"Florida","United States"
"Naples",2020-02-22,0.03,"Florida","United States"
"Orlando",2020-02-22,0.02,"Florida","United States"
"Tampa",2020-02-22,0.11,"Florida","United States"
"Atlanta",2020-02-22,-0.03,"Georgia","United States"
"Honolulu",2020-02-22,0.09,"Hawaii","United States"
"Chicago",2020-02-22,0.07,"Illinois","United States"
"Indianapolis",2020-02-22,0.04,"Indiana","United States"
"Louisville",2020-02-22,0.06,"Kentucky","United States"
"New Orleans",2020-02-22,0.1,"Louisiana","United States"
"Baltimore",2020-02-22,0.12,"Maryland","United States"
"Boston",2020-02-22,-0.02,"Massachusetts","United States"
"Minneapolis",2020-02-22,0.12,"Minnesota","United States"
"Las Vegas",2020-02-22,-0.04,"Nevada","United States"
"New York",2020-02-22,0.03,"New York","United States"
"Charlotte",2020-02-22,0,"North Carolina","United States"
"Raleigh",2020-02-22,0.04,"North Carolina","United States"
"Cincinnati",2020-02-22,-0.08,"Ohio","United States"
"Columbus",2020-02-22,-0.08,"Ohio","United States"
"Portland",2020-02-22,0.06,"Oregon","United States"
"Philadelphia",2020-02-22,0.02,"Pennsylvania","United States"
"Pittsburgh",2020-02-22,-0.04,"Pennsylvania","United States"
"Nashville",2020-02-22,0.1,"Tennessee","United States"
"Austin",2020-02-22,0.02,"Texas","United States"
"Dallas",2020-02-22,-0.03,"Texas","United States"
"Houston",2020-02-22,0.01,"Texas","United States"
"San Antonio",2020-02-22,-0.06,"Texas","United States"
"Seattle",2020-02-22,0.01,"Washington","United States"
"Calgary",2020-02-21,0,"Alberta","Canada"
"Edmonton",2020-02-21,0.04,"Alberta","Canada"
"Vancouver",2020-02-21,0.06,"British Columbia","Canada"
"Toronto",2020-02-21,-0.09,"Ontario","Canada"
"Montréal",2020-02-21,-0.01,"Quebec","Canada"
"Hamburg",2020-02-21,0.12,"","Germany"
"München",2020-02-21,0.1,"","Germany"
"Dublin",2020-02-21,0,"","Ireland"
"Ciudad de México",2020-02-21,-0.03,"Mexico City","Mexico"
"San Pedro Garza García",2020-02-21,0.04,"Nuevo Leon","Mexico"
"London",2020-02-21,0.03,"","United Kingdom"
"Phoenix",2020-02-21,-0.01,"Arizona","United States"
"Scottsdale",2020-02-21,0.06,"Arizona","United States"
"Los Angeles",2020-02-21,0.01,"California","United States"
"San Diego",2020-02-21,-0.01,"California","United States"
"San Francisco",2020-02-21,-0.08,"California","United States"
"Denver",2020-02-21,0.14,"Colorado","United States"
"Washington",2020-02-21,0,"District of Columbia","United States"
"Fort Lauderdale",2020-02-21,-0.14,"Florida","United States"
"Miami",2020-02-21,0.01,"Florida","United States"
"Miami Beach",2020-02-21,0.07,"Florida","United States"
"Naples",2020-02-21,0.07,"Florida","United States"
"Orlando",2020-02-21,-0.07,"Florida","United States"
"Tampa",2020-02-21,-0.04,"Florida","United States"
"Atlanta",2020-02-21,-0.05,"Georgia","United States"
"Honolulu",2020-02-21,0.09,"Hawaii","United States"
"Chicago",2020-02-21,-0.04,"Illinois","United States"
"Indianapolis",2020-02-21,-0.15,"Indiana","United States"
"Louisville",2020-02-21,0,"Kentucky","United States"
"New Orleans",2020-02-21,0.23,"Louisiana","United States"
"Baltimore",2020-02-21,-0.09,"Maryland","United States"
"Boston",2020-02-21,-0.12,"Massachusetts","United States"
"Minneapolis",2020-02-21,-0.15,"Minnesota","United States"
"Las Vegas",2020-02-21,0,"Nevada","United States"
"New York",2020-02-21,0,"New York","United States"
"Charlotte",2020-02-21,-0.01,"North Carolina","United States"
"Raleigh",2020-02-21,-0.09,"North Carolina","United States"
"Cincinnati",2020-02-21,-0.06,"Ohio","United States"
"Columbus",2020-02-21,-0.06,"Ohio","United States"
"Portland",2020-02-21,0.11,"Oregon","United States"
"Philadelphia",2020-02-21,0.01,"Pennsylvania","United States"
"Pittsburgh",2020-02-21,-0.09,"Pennsylvania","United States"
"Nashville",2020-02-21,0.07,"Tennessee","United States"
"Austin",2020-02-21,0.03,"Texas","United States"
"Dallas",2020-02-21,0.03,"Texas","United States"
"Houston",2020-02-21,0.03,"Texas","United States"
"San Antonio",2020-02-21,0.02,"Texas","United States"
"Seattle",2020-02-21,0.01,"Washington","United States"
"Calgary",2020-02-20,0.05,"Alberta","Canada"
"Edmonton",2020-02-20,0.03,"Alberta","Canada"
"Vancouver",2020-02-20,0.07,"British Columbia","Canada"
"Toronto",2020-02-20,-0.09,"Ontario","Canada"
"Montréal",2020-02-20,-0.05,"Quebec","Canada"
"Hamburg",2020-02-20,0.04,"","Germany"
"München",2020-02-20,0.04,"","Germany"
"Dublin",2020-02-20,0.07,"","Ireland"
"Ciudad de México",2020-02-20,-0.02,"Mexico City","Mexico"
"San Pedro Garza García",2020-02-20,-0.05,"Nuevo Leon","Mexico"
"London",2020-02-20,0.02,"","United Kingdom"
"Phoenix",2020-02-20,0.11,"Arizona","United States"
"Scottsdale",2020-02-20,0.05,"Arizona","United States"
"Los Angeles",2020-02-20,0.09,"California","United States"
"San Diego",2020-02-20,0.07,"California","United States"
"San Francisco",2020-02-20,-0.04,"California","United States"
"Denver",2020-02-20,-0.09,"Colorado","United States"
"Washington",2020-02-20,0.09,"District of Columbia","United States"
"Fort Lauderdale",2020-02-20,-0.06,"Florida","United States"
"Miami",2020-02-20,-0.05,"Florida","United States"
"Miami Beach",2020-02-20,0.06,"Florida","United States"
"Naples",2020-02-20,-0.03,"Florida","United States"
"Orlando",2020-02-20,-0.12,"Florida","United States"
"Tampa",2020-02-20,0.02,"Florida","United States"
"Atlanta",2020-02-20,-0.05,"Georgia","United States"
"Honolulu",2020-02-20,0.03,"Hawaii","United States"
"Chicago",2020-02-20,-0.05,"Illinois","United States"
"Indianapolis",2020-02-20,-0.28,"Indiana","United States"
"Louisville",2020-02-20,0.07,"Kentucky","United States"
"New Orleans",2020-02-20,0.14,"Louisiana","United States"
"Baltimore",2020-02-20,0.12,"Maryland","United States"
"Boston",2020-02-20,-0.03,"Massachusetts","United States"
"Minneapolis",2020-02-20,-0.33,"Minnesota","United States"
"Las Vegas",2020-02-20,-0.06,"Nevada","United States"
"New York",2020-02-20,0.03,"New York","United States"
"Charlotte",2020-02-20,-0.27,"North Carolina","United States"
"Raleigh",2020-02-20,-0.49,"North Carolina","United States"
"Cincinnati",2020-02-20,-0.06,"Ohio","United States"
"Columbus",2020-02-20,-0.03,"Ohio","United States"
"Portland",2020-02-20,0.07,"Oregon","United States"
"Philadelphia",2020-02-20,0.11,"Pennsylvania","United States"
"Pittsburgh",2020-02-20,-0.14,"Pennsylvania","United States"
"Nashville",2020-02-20,-0.1,"Tennessee","United States"
"Austin",2020-02-20,0.02,"Texas","United States"
"Dallas",2020-02-20,0.01,"Texas","United States"
"Houston",2020-02-20,-0.03,"Texas","United States"
"San Antonio",2020-02-20,-0.05,"Texas","United States"
"Seattle",2020-02-20,0.06,"Washington","United States"
"Calgary",2020-02-19,0.04,"Alberta","Canada"
"Edmonton",2020-02-19,0.17,"Alberta","Canada"
"Vancouver",2020-02-19,0.01,"British Columbia","Canada"
"Toronto",2020-02-19,-0.08,"Ontario","Canada"
"Montréal",2020-02-19,0.14,"Quebec","Canada"
"Hamburg",2020-02-19,0.12,"","Germany"
"München",2020-02-19,0.14,"","Germany"
"Dublin",2020-02-19,-0.01,"","Ireland"
"Ciudad de México",2020-02-19,-0.09,"Mexico City","Mexico"
"San Pedro Garza García",2020-02-19,-0.12,"Nuevo Leon","Mexico"
"London",2020-02-19,0.01,"","United Kingdom"
"Phoenix",2020-02-19,0,"Arizona","United States"
"Scottsdale",2020-02-19,-0.03,"Arizona","United States"
"Los Angeles",2020-02-19,0.06,"California","United States"
"San Diego",2020-02-19,0.09,"California","United States"
"San Francisco",2020-02-19,-0.11,"California","United States"
"Denver",2020-02-19,-0.12,"Colorado","United States"
"Washington",2020-02-19,0.57,"District of Columbia","United States"
"Fort Lauderdale",2020-02-19,-0.04,"Florida","United States"
"Miami",2020-02-19,-0.08,"Florida","United States"
"Miami Beach",2020-02-19,-0.02,"Florida","United States"
"Naples",2020-02-19,-0.05,"Florida","United States"
"Orlando",2020-02-19,-0.03,"Florida","United States"
"Tampa",2020-02-19,0.05,"Florida","United States"
"Atlanta",2020-02-19,0.09,"Georgia","United States"
"Honolulu",2020-02-19,0.01,"Hawaii","United States"
"Chicago",2020-02-19,-0.03,"Illinois","United States"
"Indianapolis",2020-02-19,0.14,"Indiana","United States"
"Louisville",2020-02-19,0.11,"Kentucky","United States"
"New Orleans",2020-02-19,0.01,"Louisiana","United States"
"Baltimore",2020-02-19,0.42,"Maryland","United States"
"Boston",2020-02-19,0.15,"Massachusetts","United States"
"Minneapolis",2020-02-19,0.27,"Minnesota","United States"
"Las Vegas",2020-02-19,-0.19,"Nevada","United States"
"New York",2020-02-19,0.11,"New York","United States"
"Charlotte",2020-02-19,-0.03,"North Carolina","United States"
"Raleigh",2020-02-19,0.1,"North Carolina","United States"
"Cincinnati",2020-02-19,0.01,"Ohio","United States"
"Columbus",2020-02-19,0,"Ohio","United States"
"Portland",2020-02-19,-0.04,"Oregon","United States"
"Philadelphia",2020-02-19,0.55,"Pennsylvania","United States"
"Pittsburgh",2020-02-19,0.24,"Pennsylvania","United States"
"Nashville",2020-02-19,0.07,"Tennessee","United States"
"Austin",2020-02-19,-0.06,"Texas","United States"
"Dallas",2020-02-19,-0.04,"Texas","United States"
"Houston",2020-02-19,-0.08,"Texas","United States"
"San Antonio",2020-02-19,-0.04,"Texas","United States"
"Seattle",2020-02-19,0.11,"Washington","United States"
"Calgary",2020-02-18,0,"Alberta","Canada"
"Edmonton",2020-02-18,0.08,"Alberta","Canada"
"Vancouver",2020-02-18,0.09,"British Columbia","Canada"
"Toronto",2020-02-18,-0.14,"Ontario","Canada"
"Montréal",2020-02-18,0.16,"Quebec","Canada"
"Hamburg",2020-02-18,0.13,"","Germany"
"München",2020-02-18,0.08,"","Germany"
"Dublin",2020-02-18,-0.05,"","Ireland"
"Ciudad de México",2020-02-18,-0.08,"Mexico City","Mexico"
"San Pedro Garza García",2020-02-18,-0.09,"Nuevo Leon","Mexico"
"London",2020-02-18,0.04,"","United Kingdom"
"Phoenix",2020-02-18,-0.04,"Arizona","United States"
"Scottsdale",2020-02-18,-0.03,"Arizona","United States"
"Los Angeles",2020-02-18,0.07,"California","United States"
"San Diego",2020-02-18,-0.01,"California","United States"
"San Francisco",2020-02-18,-0.15,"California","United States"
"Denver",2020-02-18,-0.01,"Colorado","United States"
"Washington",2020-02-18,-0.05,"District of Columbia","United States"
"Fort Lauderdale",2020-02-18,-0.08,"Florida","United States"
"Miami",2020-02-18,0,"Florida","United States"
"Miami Beach",2020-02-18,0.19,"Florida","United States"
"Naples",2020-02-18,-0.02,"Florida","United States"
"Orlando",2020-02-18,-0.06,"Florida","United States"
"Tampa",2020-02-18,0.07,"Florida","United States"
"Atlanta",2020-02-18,0.06,"Georgia","United States"
"Honolulu",2020-02-18,-0.03,"Hawaii","United States"
"Chicago",2020-02-18,-0.07,"Illinois","United States"
"Indianapolis",2020-02-18,0.52,"Indiana","United States"
"Louisville",2020-02-18,0.28,"Kentucky","United States"
"New Orleans",2020-02-18,-0.09,"Louisiana","United States"
"Baltimore",2020-02-18,0.1,"Maryland","United States"
"Boston",2020-02-18,0.05,"Massachusetts","United States"
"Minneapolis",2020-02-18,-0.14,"Minnesota","United States"
"Las Vegas",2020-02-18,-0.22,"Nevada","United States"
"New York",2020-02-18,0.01,"New York","United States"
"Charlotte",2020-02-18,0.01,"North Carolina","United States"
"Raleigh",2020-02-18,0.07,"North Carolina","United States"
"Cincinnati",2020-02-18,0.07,"Ohio","United States"
"Columbus",2020-02-18,-0.1,"Ohio","United States"
"Portland",2020-02-18,0.01,"Oregon","United States"
"Philadelphia",2020-02-18,0.1,"Pennsylvania","United States"
"Pittsburgh",2020-02-18,0.1,"Pennsylvania","United States"
"Nashville",2020-02-18,0.13,"Tennessee","United States"
"Austin",2020-02-18,0,"Texas","United States"
"Dallas",2020-02-18,0.06,"Texas","United States"
"Houston",2020-02-18,-0.02,"Texas","United States"
"San Antonio",2020-02-18,-0.06,"Texas","United States"
"Seattle",2020-02-18,0.08,"Washington","United States"
