"City","report_date","yoy_pct_change","State","Country"
"Hamburg",2020-03-06,-0.03,"","Germany"
"München",2020-03-06,-0.06,"","Germany"
"Dublin",2020-03-06,-0.1,"","Ireland"
"Ciudad de México",2020-03-06,-0.08,"Mexico City","Mexico"
"San Pedro Garza García",2020-03-06,-0.01,"Nuevo Leon","Mexico"
"London",2020-03-06,-0.07,"","United Kingdom"
"Phoenix",2020-03-06,-0.07,"Arizona","United States"
"Scottsdale",2020-03-06,-0.02,"Arizona","United States"
"Los Angeles",2020-03-06,0.01,"California","United States"
"San Diego",2020-03-06,-0.01,"California","United States"
"San Francisco",2020-03-06,-0.18,"California","United States"
"Denver",2020-03-06,-0.09,"Colorado","United States"
"Washington",2020-03-06,-0.05,"District of Columbia","United States"
"Fort Lauderdale",2020-03-06,-0.13,"Florida","United States"
"Miami",2020-03-06,-0.11,"Florida","United States"
"Miami Beach",2020-03-06,-0.08,"Florida","United States"
"Naples",2020-03-06,0,"Florida","United States"
"Orlando",2020-03-06,-0.01,"Florida","United States"
"Tampa",2020-03-06,-0.01,"Florida","United States"
"Atlanta",2020-03-06,-0.02,"Georgia","United States"
"Honolulu",2020-03-06,-0.12,"Hawaii","United States"
"Chicago",2020-03-06,-0.08,"Illinois","United States"
"Indianapolis",2020-03-06,0,"Indiana","United States"
"Louisville",2020-03-06,-0.07,"Kentucky","United States"
"New Orleans",2020-03-06,0.06,"Louisiana","United States"
"Baltimore",2020-03-06,0.08,"Maryland","United States"
"Boston",2020-03-06,0.07,"Massachusetts","United States"
"Minneapolis",2020-03-06,-0.06,"Minnesota","United States"
"Las Vegas",2020-03-06,-0.08,"Nevada","United States"
"New York",2020-03-06,-0.15,"New York","United States"
"Charlotte",2020-03-06,0.04,"North Carolina","United States"
"Raleigh",2020-03-06,-0.09,"North Carolina","United States"
"Cincinnati",2020-03-06,-0.21,"Ohio","United States"
"Columbus",2020-03-06,-0.09,"Ohio","United States"
"Portland",2020-03-06,0,"Oregon","United States"
"Philadelphia",2020-03-06,-0.07,"Pennsylvania","United States"
"Pittsburgh",2020-03-06,-0.17,"Pennsylvania","United States"
"Nashville",2020-03-06,0,"Tennessee","United States"
"Austin",2020-03-06,0,"Texas","United States"
"Dallas",2020-03-06,0.03,"Texas","United States"
"Houston",2020-03-06,0.06,"Texas","United States"
"San Antonio",2020-03-06,-0.08,"Texas","United States"
"Seattle",2020-03-06,-0.34,"Washington","United States"
"Calgary",2020-03-05,-0.02,"Alberta","Canada"
"Edmonton",2020-03-05,-0.14,"Alberta","Canada"
"Vancouver",2020-03-05,-0.02,"British Columbia","Canada"
"Toronto",2020-03-05,-0.02,"Ontario","Canada"
"Montréal",2020-03-05,0,"Quebec","Canada"
"Hamburg",2020-03-05,-0.08,"","Germany"
"München",2020-03-05,0.05,"","Germany"
"Dublin",2020-03-05,-0.11,"","Ireland"
"Ciudad de México",2020-03-05,-0.09,"Mexico City","Mexico"
"San Pedro Garza García",2020-03-05,-0.05,"Nuevo Leon","Mexico"
"London",2020-03-05,-0.13,"","United Kingdom"
"Phoenix",2020-03-05,-0.08,"Arizona","United States"
"Scottsdale",2020-03-05,-0.04,"Arizona","United States"
"Los Angeles",2020-03-05,-0.05,"California","United States"
"San Diego",2020-03-05,-0.01,"California","United States"
"San Francisco",2020-03-05,-0.22,"California","United States"
"Denver",2020-03-05,-0.1,"Colorado","United States"
"Washington",2020-03-05,-0.04,"District of Columbia","United States"
"Fort Lauderdale",2020-03-05,-0.11,"Florida","United States"
"Miami",2020-03-05,-0.02,"Florida","United States"
"Miami Beach",2020-03-05,-0.16,"Florida","United States"
"Naples",2020-03-05,-0.01,"Florida","United States"
"Orlando",2020-03-05,-0.02,"Florida","United States"
"Tampa",2020-03-05,-0.01,"Florida","United States"
"Atlanta",2020-03-05,-0.09,"Georgia","United States"
"Honolulu",2020-03-05,-0.13,"Hawaii","United States"
"Chicago",2020-03-05,-0.11,"Illinois","United States"
"Indianapolis",2020-03-05,0.02,"Indiana","United States"
"Louisville",2020-03-05,-0.07,"Kentucky","United States"
"New Orleans",2020-03-05,0.05,"Louisiana","United States"
"Baltimore",2020-03-05,0.08,"Maryland","United States"
"Boston",2020-03-05,0.11,"Massachusetts","United States"
"Minneapolis",2020-03-05,-0.13,"Minnesota","United States"
"Las Vegas",2020-03-05,-0.09,"Nevada","United States"
"New York",2020-03-05,-0.09,"New York","United States"
"Charlotte",2020-03-05,-0.07,"North Carolina","United States"
"Raleigh",2020-03-05,-0.13,"North Carolina","United States"
"Cincinnati",2020-03-05,-0.06,"Ohio","United States"
"Columbus",2020-03-05,-0.1,"Ohio","United States"
"Portland",2020-03-05,0.03,"Oregon","United States"
"Philadelphia",2020-03-05,0.08,"Pennsylvania","United States"
"Pittsburgh",2020-03-05,-0.1,"Pennsylvania","United States"
"Nashville",2020-03-05,-0.03,"Tennessee","United States"
"Austin",2020-03-05,-0.06,"Texas","United States"
"Dallas",2020-03-05,0,"Texas","United States"
"Houston",2020-03-05,0.07,"Texas","United States"
"San Antonio",2020-03-05,-0.06,"Texas","United States"
"Seattle",2020-03-05,-0.36,"Washington","United States"
"Calgary",2020-03-04,-0.04,"Alberta","Canada"
"Edmonton",2020-03-04,0.06,"Alberta","Canada"
"Vancouver",2020-03-04,-0.06,"British Columbia","Canada"
"Toronto",2020-03-04,-0.02,"Ontario","Canada"
"Montréal",2020-03-04,0.07,"Quebec","Canada"
"Hamburg",2020-03-04,-0.05,"","Germany"
"München",2020-03-04,0.08,"","Germany"
"Dublin",2020-03-04,-0.02,"","Ireland"
"Ciudad de México",2020-03-04,-0.04,"Mexico City","Mexico"
"San Pedro Garza García",2020-03-04,0.09,"Nuevo Leon","Mexico"
"London",2020-03-04,-0.1,"","United Kingdom"
"Phoenix",2020-03-04,-0.08,"Arizona","United States"
"Scottsdale",2020-03-04,0.01,"Arizona","United States"
"Los Angeles",2020-03-04,0.07,"California","United States"
"San Diego",2020-03-04,-0.03,"California","United States"
"San Francisco",2020-03-04,-0.24,"California","United States"
"Denver",2020-03-04,-0.03,"Colorado","United States"
"Washington",2020-03-04,0.08,"District of Columbia","United States"
"Fort Lauderdale",2020-03-04,-0.08,"Florida","United States"
"Miami",2020-03-04,-0.06,"Florida","United States"
"Miami Beach",2020-03-04,-0.15,"Florida","United States"
"Naples",2020-03-04,-0.07,"Florida","United States"
"Orlando",2020-03-04,-0.18,"Florida","United States"
"Tampa",2020-03-04,0.1,"Florida","United States"
"Atlanta",2020-03-04,-0.11,"Georgia","United States"
"Honolulu",2020-03-04,-0.11,"Hawaii","United States"
"Chicago",2020-03-04,-0.1,"Illinois","United States"
"Indianapolis",2020-03-04,0.03,"Indiana","United States"
"Louisville",2020-03-04,-0.15,"Kentucky","United States"
"New Orleans",2020-03-04,-0.32,"Louisiana","United States"
"Baltimore",2020-03-04,0.23,"Maryland","United States"
"Boston",2020-03-04,-0.04,"Massachusetts","United States"
"Minneapolis",2020-03-04,0.06,"Minnesota","United States"
"Las Vegas",2020-03-04,-0.13,"Nevada","United States"
"New York",2020-03-04,-0.12,"New York","United States"
"Charlotte",2020-03-04,-0.01,"North Carolina","United States"
"Raleigh",2020-03-04,-0.08,"North Carolina","United States"
"Cincinnati",2020-03-04,-0.09,"Ohio","United States"
"Columbus",2020-03-04,-0.11,"Ohio","United States"
"Portland",2020-03-04,-0.01,"Oregon","United States"
"Philadelphia",2020-03-04,0.06,"Pennsylvania","United States"
"Pittsburgh",2020-03-04,-0.02,"Pennsylvania","United States"
"Nashville",2020-03-04,0.02,"Tennessee","United States"
"Austin",2020-03-04,-0.11,"Texas","United States"
"Dallas",2020-03-04,-0.08,"Texas","United States"
"Houston",2020-03-04,-0.08,"Texas","United States"
"San Antonio",2020-03-04,-0.1,"Texas","United States"
"Seattle",2020-03-04,-0.31,"Washington","United States"
"Calgary",2020-03-03,-0.09,"Alberta","Canada"
"Edmonton",2020-03-03,0.11,"Alberta","Canada"
"Vancouver",2020-03-03,-0.06,"British Columbia","Canada"
"Toronto",2020-03-03,-0.09,"Ontario","Canada"
"Montréal",2020-03-03,-0.21,"Quebec","Canada"
"Hamburg",2020-03-03,0.01,"","Germany"
"München",2020-03-03,-0.02,"","Germany"
"Dublin",2020-03-03,-0.09,"","Ireland"
"Ciudad de México",2020-03-03,-0.08,"Mexico City","Mexico"
"San Pedro Garza García",2020-03-03,0.14,"Nuevo Leon","Mexico"
"London",2020-03-03,-0.1,"","United Kingdom"
"Phoenix",2020-03-03,-0.21,"Arizona","United States"
"Scottsdale",2020-03-03,-0.06,"Arizona","United States"
"Los Angeles",2020-03-03,0.04,"California","United States"
"San Diego",2020-03-03,-0.02,"California","United States"
"San Francisco",2020-03-03,-0.24,"California","United States"
"Denver",2020-03-03,-0.09,"Colorado","United States"
"Washington",2020-03-03,-0.08,"District of Columbia","United States"
"Fort Lauderdale",2020-03-03,-0.15,"Florida","United States"
"Miami",2020-03-03,-0.15,"Florida","United States"
"Miami Beach",2020-03-03,-0.08,"Florida","United States"
"Naples",2020-03-03,-0.05,"Florida","United States"
"Orlando",2020-03-03,-0.18,"Florida","United States"
"Tampa",2020-03-03,0.03,"Florida","United States"
"Atlanta",2020-03-03,-0.21,"Georgia","United States"
"Honolulu",2020-03-03,-0.09,"Hawaii","United States"
"Chicago",2020-03-03,-0.16,"Illinois","United States"
"Indianapolis",2020-03-03,-0.07,"Indiana","United States"
"Louisville",2020-03-03,-0.13,"Kentucky","United States"
"New Orleans",2020-03-03,-0.59,"Louisiana","United States"
"Baltimore",2020-03-03,-0.05,"Maryland","United States"
"Boston",2020-03-03,-0.1,"Massachusetts","United States"
"Minneapolis",2020-03-03,-0.03,"Minnesota","United States"
"Las Vegas",2020-03-03,-0.31,"Nevada","United States"
"New York",2020-03-03,-0.12,"New York","United States"
"Charlotte",2020-03-03,-0.08,"North Carolina","United States"
"Raleigh",2020-03-03,-0.09,"North Carolina","United States"
"Cincinnati",2020-03-03,-0.16,"Ohio","United States"
"Columbus",2020-03-03,-0.09,"Ohio","United States"
"Portland",2020-03-03,-0.03,"Oregon","United States"
"Philadelphia",2020-03-03,0.04,"Pennsylvania","United States"
"Pittsburgh",2020-03-03,-0.11,"Pennsylvania","United States"
"Nashville",2020-03-03,-0.14,"Tennessee","United States"
"Austin",2020-03-03,-0.08,"Texas","United States"
"Dallas",2020-03-03,-0.06,"Texas","United States"
"Houston",2020-03-03,-0.08,"Texas","United States"
"San Antonio",2020-03-03,-0.22,"Texas","United States"
"Seattle",2020-03-03,-0.31,"Washington","United States"
"Calgary",2020-03-02,-0.11,"Alberta","Canada"
"Edmonton",2020-03-02,-0.05,"Alberta","Canada"
"Vancouver",2020-03-02,-0.1,"British Columbia","Canada"
"Toronto",2020-03-02,-0.1,"Ontario","Canada"
"Montréal",2020-03-02,-0.32,"Quebec","Canada"
"Hamburg",2020-03-02,-0.05,"","Germany"
"München",2020-03-02,0.09,"","Germany"
"Dublin",2020-03-02,-0.03,"","Ireland"
"Ciudad de México",2020-03-02,-0.08,"Mexico City","Mexico"
"San Pedro Garza García",2020-03-02,0.25,"Nuevo Leon","Mexico"
"London",2020-03-02,-0.1,"","United Kingdom"
"Phoenix",2020-03-02,-0.13,"Arizona","United States"
"Scottsdale",2020-03-02,-0.07,"Arizona","United States"
"Los Angeles",2020-03-02,-0.01,"California","United States"
"San Diego",2020-03-02,0.04,"California","United States"
"San Francisco",2020-03-02,-0.22,"California","United States"
"Denver",2020-03-02,0.03,"Colorado","United States"
"Washington",2020-03-02,0,"District of Columbia","United States"
"Fort Lauderdale",2020-03-02,-0.12,"Florida","United States"
"Miami",2020-03-02,-0.13,"Florida","United States"
"Miami Beach",2020-03-02,-0.08,"Florida","United States"
"Naples",2020-03-02,-0.11,"Florida","United States"
"Orlando",2020-03-02,-0.18,"Florida","United States"
"Tampa",2020-03-02,0.12,"Florida","United States"
"Atlanta",2020-03-02,-0.17,"Georgia","United States"
"Honolulu",2020-03-02,-0.06,"Hawaii","United States"
"Chicago",2020-03-02,-0.21,"Illinois","United States"
"Indianapolis",2020-03-02,-0.05,"Indiana","United States"
"Louisville",2020-03-02,-0.06,"Kentucky","United States"
"New Orleans",2020-03-02,-0.47,"Louisiana","United States"
"Baltimore",2020-03-02,-0.19,"Maryland","United States"
"Boston",2020-03-02,0.01,"Massachusetts","United States"
"Minneapolis",2020-03-02,-0.19,"Minnesota","United States"
"Las Vegas",2020-03-02,-0.28,"Nevada","United States"
"New York",2020-03-02,-0.06,"New York","United States"
"Charlotte",2020-03-02,-0.02,"North Carolina","United States"
"Raleigh",2020-03-02,-0.06,"North Carolina","United States"
"Cincinnati",2020-03-02,-0.05,"Ohio","United States"
"Columbus",2020-03-02,-0.14,"Ohio","United States"
"Portland",2020-03-02,0.05,"Oregon","United States"
"Philadelphia",2020-03-02,0.13,"Pennsylvania","United States"
"Pittsburgh",2020-03-02,-0.12,"Pennsylvania","United States"
"Nashville",2020-03-02,0.02,"Tennessee","United States"
"Austin",2020-03-02,0,"Texas","United States"
"Dallas",2020-03-02,0.01,"Texas","United States"
"Houston",2020-03-02,0.02,"Texas","United States"
"San Antonio",2020-03-02,-0.06,"Texas","United States"
"Seattle",2020-03-02,-0.29,"Washington","United States"
"Calgary",2020-03-01,-0.09,"Alberta","Canada"
"Edmonton",2020-03-01,0.09,"Alberta","Canada"
"Vancouver",2020-03-01,-0.02,"British Columbia","Canada"
"Toronto",2020-03-01,-0.09,"Ontario","Canada"
"Montréal",2020-03-01,0.15,"Quebec","Canada"
"Hamburg",2020-03-01,-0.03,"","Germany"
"München",2020-03-01,0.19,"","Germany"
"Dublin",2020-03-01,0.04,"","Ireland"
"Ciudad de México",2020-03-01,-0.08,"Mexico City","Mexico"
"San Pedro Garza García",2020-03-01,0.08,"Nuevo Leon","Mexico"
"London",2020-03-01,-0.02,"","United Kingdom"
"Phoenix",2020-03-01,-0.11,"Arizona","United States"
"Scottsdale",2020-03-01,-0.04,"Arizona","United States"
"Los Angeles",2020-03-01,-0.03,"California","United States"
"San Diego",2020-03-01,-0.02,"California","United States"
"San Francisco",2020-03-01,-0.18,"California","United States"
"Denver",2020-03-01,0.38,"Colorado","United States"
"Washington",2020-03-01,0.06,"District of Columbia","United States"
"Fort Lauderdale",2020-03-01,-0.17,"Florida","United States"
"Miami",2020-03-01,-0.18,"Florida","United States"
"Miami Beach",2020-03-01,0.05,"Florida","United States"
"Naples",2020-03-01,0.05,"Florida","United States"
"Orlando",2020-03-01,0.04,"Florida","United States"
"Tampa",2020-03-01,-0.15,"Florida","United States"
"Atlanta",2020-03-01,0.08,"Georgia","United States"
"Honolulu",2020-03-01,-0.09,"Hawaii","United States"
"Chicago",2020-03-01,0.01,"Illinois","United States"
"Indianapolis",2020-03-01,0.15,"Indiana","United States"
"Louisville",2020-03-01,0.13,"Kentucky","United States"
"New Orleans",2020-03-01,-0.27,"Louisiana","United States"
"Baltimore",2020-03-01,0.16,"Maryland","United States"
"Boston",2020-03-01,0.01,"Massachusetts","United States"
"Minneapolis",2020-03-01,0.14,"Minnesota","United States"
"Las Vegas",2020-03-01,-0.17,"Nevada","United States"
"New York",2020-03-01,-0.02,"New York","United States"
"Charlotte",2020-03-01,0.06,"North Carolina","United States"
"Raleigh",2020-03-01,0.01,"North Carolina","United States"
"Cincinnati",2020-03-01,0.04,"Ohio","United States"
"Columbus",2020-03-01,0.22,"Ohio","United States"
"Portland",2020-03-01,0.09,"Oregon","United States"
"Philadelphia",2020-03-01,0.21,"Pennsylvania","United States"
"Pittsburgh",2020-03-01,0.32,"Pennsylvania","United States"
"Nashville",2020-03-01,-0.03,"Tennessee","United States"
"Austin",2020-03-01,0.02,"Texas","United States"
"Dallas",2020-03-01,0.11,"Texas","United States"
"Houston",2020-03-01,0.02,"Texas","United States"
"San Antonio",2020-03-01,0,"Texas","United States"
"Seattle",2020-03-01,-0.18,"Washington","United States"
"Calgary",2020-02-29,0.04,"Alberta","Canada"
"Edmonton",2020-02-29,0.08,"Alberta","Canada"
"Vancouver",2020-02-29,0.01,"British Columbia","Canada"
"Toronto",2020-02-29,-0.05,"Ontario","Canada"
"Montréal",2020-02-29,0.13,"Quebec","Canada"
"Hamburg",2020-02-29,0,"","Germany"
"München",2020-02-29,0.06,"","Germany"
"Dublin",2020-02-29,-0.06,"","Ireland"
"Ciudad de México",2020-02-29,-0.08,"Mexico City","Mexico"
"San Pedro Garza García",2020-02-29,0.17,"Nuevo Leon","Mexico"
"London",2020-02-29,-0.04,"","United Kingdom"
"Phoenix",2020-02-29,-0.05,"Arizona","United States"
"Scottsdale",2020-02-29,0.02,"Arizona","United States"
"Los Angeles",2020-02-29,0.13,"California","United States"
"San Diego",2020-02-29,0.12,"California","United States"
"San Francisco",2020-02-29,-0.1,"California","United States"
"Denver",2020-02-29,0.27,"Colorado","United States"
"Washington",2020-02-29,0.02,"District of Columbia","United States"
"Fort Lauderdale",2020-02-29,-0.18,"Florida","United States"
"Miami",2020-02-29,0.04,"Florida","United States"
"Miami Beach",2020-02-29,0.05,"Florida","United States"
"Naples",2020-02-29,0,"Florida","United States"
"Orlando",2020-02-29,0.01,"Florida","United States"
"Tampa",2020-02-29,0.05,"Florida","United States"
"Atlanta",2020-02-29,0.01,"Georgia","United States"
"Honolulu",2020-02-29,-0.06,"Hawaii","United States"
"Chicago",2020-02-29,-0.03,"Illinois","United States"
"Indianapolis",2020-02-29,0.03,"Indiana","United States"
"Louisville",2020-02-29,0.02,"Kentucky","United States"
"New Orleans",2020-02-29,-0.16,"Louisiana","United States"
"Baltimore",2020-02-29,0.04,"Maryland","United States"
"Boston",2020-02-29,0.22,"Massachusetts","United States"
"Minneapolis",2020-02-29,0.11,"Minnesota","United States"
"Las Vegas",2020-02-29,-0.06,"Nevada","United States"
"New York",2020-02-29,-0.02,"New York","United States"
"Charlotte",2020-02-29,0,"North Carolina","United States"
"Raleigh",2020-02-29,-0.02,"North Carolina","United States"
"Cincinnati",2020-02-29,-0.11,"Ohio","United States"
"Columbus",2020-02-29,-0.15,"Ohio","United States"
"Portland",2020-02-29,0.04,"Oregon","United States"
"Philadelphia",2020-02-29,0.07,"Pennsylvania","United States"
"Pittsburgh",2020-02-29,0.05,"Pennsylvania","United States"
"Nashville",2020-02-29,0.03,"Tennessee","United States"
"Austin",2020-02-29,0.09,"Texas","United States"
"Dallas",2020-02-29,0.1,"Texas","United States"
"Houston",2020-02-29,-0.06,"Texas","United States"
"San Antonio",2020-02-29,-0.06,"Texas","United States"
"Seattle",2020-02-29,0,"Washington","United States"
"Calgary",2020-02-28,0.03,"Alberta","Canada"
"Edmonton",2020-02-28,0.11,"Alberta","Canada"
"Vancouver",2020-02-28,-0.01,"British Columbia","Canada"
"Toronto",2020-02-28,-0.16,"Ontario","Canada"
"Montréal",2020-02-28,-0.07,"Quebec","Canada"
"Hamburg",2020-02-28,0.12,"","Germany"
"München",2020-02-28,0.04,"","Germany"
"Dublin",2020-02-28,-0.09,"","Ireland"
"Ciudad de México",2020-02-28,-0.08,"Mexico City","Mexico"
"San Pedro Garza García",2020-02-28,-0.01,"Nuevo Leon","Mexico"
"London",2020-02-28,-0.01,"","United Kingdom"
"Phoenix",2020-02-28,0.07,"Arizona","United States"
"Scottsdale",2020-02-28,0.02,"Arizona","United States"
"Los Angeles",2020-02-28,0.08,"California","United States"
"San Diego",2020-02-28,0.03,"California","United States"
"San Francisco",2020-02-28,-0.08,"California","United States"
"Denver",2020-02-28,0.01,"Colorado","United States"
"Washington",2020-02-28,0.04,"District of Columbia","United States"
"Fort Lauderdale",2020-02-28,-0.07,"Florida","United States"
"Miami",2020-02-28,0,"Florida","United States"
"Miami Beach",2020-02-28,0,"Florida","United States"
"Naples",2020-02-28,0.02,"Florida","United States"
"Orlando",2020-02-28,0.05,"Florida","United States"
"Tampa",2020-02-28,0.1,"Florida","United States"
"Atlanta",2020-02-28,0.07,"Georgia","United States"
"Honolulu",2020-02-28,0,"Hawaii","United States"
"Chicago",2020-02-28,-0.08,"Illinois","United States"
"Indianapolis",2020-02-28,-0.08,"Indiana","United States"
"Louisville",2020-02-28,-0.13,"Kentucky","United States"
"New Orleans",2020-02-28,-0.21,"Louisiana","United States"
"Baltimore",2020-02-28,0.14,"Maryland","United States"
"Boston",2020-02-28,0.01,"Massachusetts","United States"
"Minneapolis",2020-02-28,0.39,"Minnesota","United States"
"Las Vegas",2020-02-28,-0.1,"Nevada","United States"
"New York",2020-02-28,0.01,"New York","United States"
"Charlotte",2020-02-28,0.13,"North Carolina","United States"
"Raleigh",2020-02-28,-0.04,"North Carolina","United States"
"Cincinnati",2020-02-28,-0.16,"Ohio","United States"
"Columbus",2020-02-28,-0.15,"Ohio","United States"
"Portland",2020-02-28,-0.04,"Oregon","United States"
"Philadelphia",2020-02-28,0.11,"Pennsylvania","United States"
"Pittsburgh",2020-02-28,-0.16,"Pennsylvania","United States"
"Nashville",2020-02-28,0.12,"Tennessee","United States"
"Austin",2020-02-28,0.08,"Texas","United States"
"Dallas",2020-02-28,0.06,"Texas","United States"
"Houston",2020-02-28,-0.06,"Texas","United States"
"San Antonio",2020-02-28,0.01,"Texas","United States"
"Seattle",2020-02-28,0.07,"Washington","United States"
"Calgary",2020-02-27,-0.04,"Alberta","Canada"
"Edmonton",2020-02-27,-0.04,"Alberta","Canada"
"Vancouver",2020-02-27,-0.05,"British Columbia","Canada"
"Toronto",2020-02-27,-0.17,"Ontario","Canada"
"Montréal",2020-02-27,0.01,"Quebec","Canada"
"Hamburg",2020-02-27,0.01,"","Germany"
"München",2020-02-27,-0.03,"","Germany"
"Dublin",2020-02-27,-0.04,"","Ireland"
"Ciudad de México",2020-02-27,-0.09,"Mexico City","Mexico"
"San Pedro Garza García",2020-02-27,0.05,"Nuevo Leon","Mexico"
"London",2020-02-27,-0.04,"","United Kingdom"
"Phoenix",2020-02-27,-0.02,"Arizona","United States"
"Scottsdale",2020-02-27,0.05,"Arizona","United States"
"Los Angeles",2020-02-27,0,"California","United States"
"San Diego",2020-02-27,0.04,"California","United States"
"San Francisco",2020-02-27,0.05,"California","United States"
"Denver",2020-02-27,-0.02,"Colorado","United States"
"Washington",2020-02-27,0.02,"District of Columbia","United States"
"Fort Lauderdale",2020-02-27,-0.11,"Florida","United States"
"Miami",2020-02-27,0,"Florida","United States"
"Miami Beach",2020-02-27,0.03,"Florida","United States"
"Naples",2020-02-27,0.02,"Florida","United States"
"Orlando",2020-02-27,0.21,"Florida","United States"
"Tampa",2020-02-27,0.05,"Florida","United States"
"Atlanta",2020-02-27,-0.04,"Georgia","United States"
"Honolulu",2020-02-27,0,"Hawaii","United States"
"Chicago",2020-02-27,-0.08,"Illinois","United States"
"Indianapolis",2020-02-27,-0.03,"Indiana","United States"
"Louisville",2020-02-27,-0.09,"Kentucky","United States"
"New Orleans",2020-02-27,-0.21,"Louisiana","United States"
"Baltimore",2020-02-27,-0.01,"Maryland","United States"
"Boston",2020-02-27,0.12,"Massachusetts","United States"
"Minneapolis",2020-02-27,0.29,"Minnesota","United States"
"Las Vegas",2020-02-27,-0.09,"Nevada","United States"
"New York",2020-02-27,-0.02,"New York","United States"
"Charlotte",2020-02-27,0.04,"North Carolina","United States"
"Raleigh",2020-02-27,-0.01,"North Carolina","United States"
"Cincinnati",2020-02-27,-0.15,"Ohio","United States"
"Columbus",2020-02-27,-0.15,"Ohio","United States"
"Portland",2020-02-27,0.04,"Oregon","United States"
"Philadelphia",2020-02-27,0.13,"Pennsylvania","United States"
"Pittsburgh",2020-02-27,-0.19,"Pennsylvania","United States"
"Nashville",2020-02-27,0.04,"Tennessee","United States"
"Austin",2020-02-27,0,"Texas","United States"
"Dallas",2020-02-27,-0.07,"Texas","United States"
"Houston",2020-02-27,0.01,"Texas","United States"
"San Antonio",2020-02-27,0.05,"Texas","United States"
"Seattle",2020-02-27,0.05,"Washington","United States"
"Calgary",2020-02-26,-0.03,"Alberta","Canada"
"Edmonton",2020-02-26,0.01,"Alberta","Canada"
"Vancouver",2020-02-26,0.01,"British Columbia","Canada"
"Toronto",2020-02-26,-0.06,"Ontario","Canada"
"Montréal",2020-02-26,0.04,"Quebec","Canada"
"Hamburg",2020-02-26,0.13,"","Germany"
"München",2020-02-26,-0.04,"","Germany"
"Dublin",2020-02-26,0,"","Ireland"
"Ciudad de México",2020-02-26,-0.1,"Mexico City","Mexico"
"San Pedro Garza García",2020-02-26,0,"Nuevo Leon","Mexico"
"London",2020-02-26,-0.01,"","United Kingdom"
"Phoenix",2020-02-26,-0.02,"Arizona","United States"
"Scottsdale",2020-02-26,0.02,"Arizona","United States"
"Los Angeles",2020-02-26,0.05,"California","United States"
"San Diego",2020-02-26,-0.03,"California","United States"
"San Francisco",2020-02-26,0.12,"California","United States"
"Denver",2020-02-26,-0.02,"Colorado","United States"
"Washington",2020-02-26,0.09,"District of Columbia","United States"
"Fort Lauderdale",2020-02-26,0.06,"Florida","United States"
"Miami",2020-02-26,-0.09,"Florida","United States"
"Miami Beach",2020-02-26,0.03,"Florida","United States"
"Naples",2020-02-26,0.07,"Florida","United States"
"Orlando",2020-02-26,0.14,"Florida","United States"
"Tampa",2020-02-26,0.05,"Florida","United States"
"Atlanta",2020-02-26,-0.03,"Georgia","United States"
"Honolulu",2020-02-26,0.07,"Hawaii","United States"
"Chicago",2020-02-26,-0.15,"Illinois","United States"
"Indianapolis",2020-02-26,-0.04,"Indiana","United States"
"Louisville",2020-02-26,-0.11,"Kentucky","United States"
"New Orleans",2020-02-26,0.09,"Louisiana","United States"
"Baltimore",2020-02-26,-0.04,"Maryland","United States"
"Boston",2020-02-26,0.01,"Massachusetts","United States"
"Minneapolis",2020-02-26,0.12,"Minnesota","United States"
"Las Vegas",2020-02-26,-0.17,"Nevada","United States"
"New York",2020-02-26,0.01,"New York","United States"
"Charlotte",2020-02-26,-0.03,"North Carolina","United States"
"Raleigh",2020-02-26,-0.05,"North Carolina","United States"
"Cincinnati",2020-02-26,-0.33,"Ohio","United States"
"Columbus",2020-02-26,-0.14,"Ohio","United States"
"Portland",2020-02-26,0.17,"Oregon","United States"
"Philadelphia",2020-02-26,0.1,"Pennsylvania","United States"
"Pittsburgh",2020-02-26,-0.1,"Pennsylvania","United States"
"Nashville",2020-02-26,-0.14,"Tennessee","United States"
"Austin",2020-02-26,-0.03,"Texas","United States"
"Dallas",2020-02-26,0.01,"Texas","United States"
"Houston",2020-02-26,0.09,"Texas","United States"
"San Antonio",2020-02-26,-0.05,"Texas","United States"
"Seattle",2020-02-26,0.03,"Washington","United States"
"Calgary",2020-02-25,0.01,"Alberta","Canada"
"Edmonton",2020-02-25,0.09,"Alberta","Canada"
"Vancouver",2020-02-25,0.03,"British Columbia","Canada"
"Toronto",2020-02-25,-0.07,"Ontario","Canada"
"Montréal",2020-02-25,0.21,"Quebec","Canada"
"Hamburg",2020-02-25,0.14,"","Germany"
"München",2020-02-25,0.08,"","Germany"
"Dublin",2020-02-25,-0.11,"","Ireland"
"Ciudad de México",2020-02-25,-0.02,"Mexico City","Mexico"
"San Pedro Garza García",2020-02-25,-0.05,"Nuevo Leon","Mexico"
"London",2020-02-25,-0.03,"","United Kingdom"
"Phoenix",2020-02-25,0.03,"Arizona","United States"
"Scottsdale",2020-02-25,0.11,"Arizona","United States"
"Los Angeles",2020-02-25,0.15,"California","United States"
"San Diego",2020-02-25,-0.02,"California","United States"
"San Francisco",2020-02-25,0.16,"California","United States"
"Denver",2020-02-25,-0.12,"Colorado","United States"
"Washington",2020-02-25,0.09,"District of Columbia","United States"
"Fort Lauderdale",2020-02-25,0.1,"Florida","United States"
"Miami",2020-02-25,0.01,"Florida","United States"
"Miami Beach",2020-02-25,0.26,"Florida","United States"
"Naples",2020-02-25,0.08,"Florida","United States"
